MisconceptionName,LLM_Response
Thinks that all angles anywhere along a straight line add to 180,"Question Text: What is the sum of the three angles marked in the diagram below?

(Correct diagram of a straight line with 3 angles marked, one after the other, e.g. ∠A, ∠B, ∠C)

Correct Answer Text: ∠A + ∠B + ∠C = 180 is incorrect, however ∠A + ∠B = 180, ∠B + ∠C = 180, and ∠A + ∠C = 180

Wrong Answer Text: ∠A + ∠B + ∠C = 180"
Struggles to visualise elevations of 3D shapes,"Question Text: A cube has side lengths of 5cm. If it is placed on a flat surface, what shape will be formed by its base and the surface it is standing on?
Correct Answer Text: A square with an area of 25 square centimeters
Wrong Answer Text: A triangle with a base of 5cm and a height of 5cm"
Struggles to visualise elevations of 3D shapes,"Question Text: A cube has side lengths of 5cm. If it is placed on a flat surface, what shape will be formed by its base and the surface it is standing on?
Correct Answer Text: A square with an area of 25 square centimeters
Wrong Answer Text: A triangle with a base of 5cm and a height of 5cm"
Ignores the negative sign,"Question Text: What is the value of \( 5-(-3) \) ?
Correct Answer Text: \( 8 \)
Wrong Answer Text: \( 2 \)"
Ignores the negative sign,"Question Text: What is the value of \( 5-(-3) \) ?
Correct Answer Text: \( 8 \)
Wrong Answer Text: \( 2 \)"
Believes they do not have to say the point when reading a decimal aloud,"Question Text: What is the correct way to read the decimal 4.25 aloud?
Correct Answer Text: Four point two five
Wrong Answer Text: Four two five"
Believes they do not have to say the point when reading a decimal aloud,"Question Text: What is the correct way to read the decimal 4.25 aloud?
Correct Answer Text: Four point two five
Wrong Answer Text: Four two five"
Believes angles on a straight line add to 100 degrees,"Question Text: What is the sum of the angles on a straight line?
Correct Answer Text: 180 degrees
Wrong Answer Text: 100 degrees"
Believes angles on a straight line add to 100 degrees,"Question Text: What is the sum of the angles on a straight line?
Correct Answer Text: 180 degrees
Wrong Answer Text: 100 degrees"
Thinks two letters next to each other is a division,"Question Text: What is the value of \( 6ab \) when \( a=3 \) and \( b=4 \) ?
Correct Answer Text: \( 6 \times 3 \times 4 = 72 \)
Wrong Answer Text: \( 6 \div 3 \div 4 = 0.5 \)"
Thinks two letters next to each other is a division,"Question Text: What is the value of \( 6ab \) when \( a=3 \) and \( b=4 \) ?
Correct Answer Text: \( 6 \times 3 \times 4 = 72 \)
Wrong Answer Text: \( 6 \div 3 \div 4 = 0.5 \)"
Divided by 100 rather than 10,"Question Text: A bookshelf has 450 books on it. If the books are packed into boxes that hold 10 books each, how many boxes are needed?
Correct Answer Text: 45
Wrong Answer Text: 4.5"
Divided by 100 rather than 10,"Question Text: A bookshelf has 450 books on it. If the books are packed into boxes that hold 10 books each, how many boxes are needed?
Correct Answer Text: 45
Wrong Answer Text: 4.5"
Cannot identify a fraction on a number line,"Question Text: Where is the fraction \( \frac{3}{4} \) on the number line below?

0   1/4   1/2   3/4   1

A) Point A
0---A---1/4---1/2---3/4---1

B) Point B
0---1/4---B---1/2---3/4---1

C) Point C
0---1/4---1/2---C---3/4---1

D) Point D
0---1/4---1/2---3/4---D---1

Correct Answer Text: Point C
0---1/4---1/2---C---3/4---1

Wrong Answer Text: Point B
0---1/4---B---1/2---3/4---1"
Cannot identify a fraction on a number line,"Question Text: Where is the fraction \( \frac{3}{4} \) on the number line below?

0   1/4   1/2   3/4   1

A) Point A
0---A---1/4---1/2---3/4---1

B) Point B
0---1/4---B---1/2---3/4---1

C) Point C
0---1/4---1/2---C---3/4---1

D) Point D
0---1/4---1/2---3/4---D---1

Correct Answer Text: Point C
0---1/4---1/2---C---3/4---1

Wrong Answer Text: Point B
0---1/4---B---1/2---3/4---1"
"When multiplying a multiple of 10, just multiplies the non-zero digits","Question Text: \( 40 \times 6 \)
What is the correct calculation for this multiplication?

Correct Answer Text: \( 40 \times 6 = 240 \)

Wrong Answer Text: \( 4 \times 6 = 24 \)"
"When multiplying a multiple of 10, just multiplies the non-zero digits","Question Text: \( 40 \times 6 \)
What is the correct calculation for this multiplication?

Correct Answer Text: \( 40 \times 6 = 240 \)

Wrong Answer Text: \( 4 \times 6 = 24 \)"
Miscounts when subtracting over zero,"Question Text: Sarah has £8. She spends £15 on a new book. How much money does Sarah owe?
Correct Answer Text: £7
Wrong Answer Text: £-7 is not possible, so the answer is £0"
Miscounts when subtracting over zero,"Question Text: Sarah has £8. She spends £15 on a new book. How much money does Sarah owe?
Correct Answer Text: £7
Wrong Answer Text: £-7 is not possible, so the answer is £0"
Thinks the gradient of a line includes the variable x,"Question Text: What is the gradient of the line \( y = 3x + 2 \) ?
Correct Answer Text: \( 3 \)
Wrong Answer Text: \( 3x \)"
Thinks the gradient of a line includes the variable x,"Question Text: What is the gradient of the line \( y = 3x + 2 \) ?
Correct Answer Text: \( 3 \)
Wrong Answer Text: \( 3x \)"
Believes a common denominator must always be the two denominators multiplied together,"Question Text: 
Simplify the expression: 
\[
\frac{1}{4}+\frac{1}{6}
\]
What is the least common denominator?

Correct Answer Text: 
6 or 12, but the least common denominator is 12

Wrong Answer Text: 
24"
Believes a common denominator must always be the two denominators multiplied together,"Question Text: 
Simplify the expression: 
\[
\frac{1}{4}+\frac{1}{6}
\]
What is the least common denominator?

Correct Answer Text: 
6 or 12, but the least common denominator is 12

Wrong Answer Text: 
24"
Increases by the given percentage rather than finding the percentage of an amount,"Question Text: A shirt is on sale for 15% off its original price of £80. How much will you pay for the shirt?
Correct Answer Text: £68
Wrong Answer Text: £95"
Increases by the given percentage rather than finding the percentage of an amount,"Question Text: A shirt is on sale for 15% off its original price of £80. How much will you pay for the shirt?
Correct Answer Text: £68
Wrong Answer Text: £95"
"Does not know the meaning of the word ""sum""","Question Text: What does the word ""sum"" mean in mathematics?
Correct Answer Text: The result of adding numbers together
Wrong Answer Text: The result of multiplying numbers together"
"Does not know the meaning of the word ""sum""","Question Text: What does the word ""sum"" mean in mathematics?
Correct Answer Text: The result of adding numbers together
Wrong Answer Text: The result of multiplying numbers together"
"When multiplying out 2 or more brackets, does not multiply all the combinations of terms","Question Text: Expand the expression: \( (x+3)(x+5) \)

Correct Answer Text: \( x^{2}+8x+15 \)

Wrong Answer Text: \( x^{2}+3x+5x \)"
"When multiplying out 2 or more brackets, does not multiply all the combinations of terms","Question Text: Expand the expression: \( (x+3)(x+5) \)

Correct Answer Text: \( x^{2}+8x+15 \)

Wrong Answer Text: \( x^{2}+3x+5x \)"
Thinks there are 100m and a km,"Question Text: A car travels 5 km and then an additional 250 m. How far does it travel in total?
Correct Answer Text: 5.25 km or 5250 m
Wrong Answer Text: 505 km"
Thinks there are 100m and a km,"Question Text: A car travels 5 km and then an additional 250 m. How far does it travel in total?
Correct Answer Text: 5.25 km or 5250 m
Wrong Answer Text: 505 km"
"When dividing a decimal by a multiple of 10, just divides the fractional place values ","Question Text: \( 4.8 \div 100 \)
What is the result of this division?

Correct Answer Text: \( 0.048 \)

Wrong Answer Text: \( 0.48 \)"
"When dividing a decimal by a multiple of 10, just divides the fractional place values ","Question Text: \( 4.8 \div 100 \)
What is the result of this division?

Correct Answer Text: \( 0.048 \)

Wrong Answer Text: \( 0.48 \)"
when multiplying fractions multiplies by the reciprocal of the 2nd fraction instead,"Question Text: What is \( \frac{1}{2} \times \frac{3}{4} \) equal to?

Correct Answer Text: \( \frac{1}{2} \times \frac{3}{4} = \frac{3}{8} \)

Wrong Answer Text: \( \frac{1}{2} \times \frac{4}{3} = \frac{4}{6} = \frac{2}{3} \)"
when multiplying fractions multiplies by the reciprocal of the 2nd fraction instead,"Question Text: What is \( \frac{1}{2} \times \frac{3}{4} \) equal to?

Correct Answer Text: \( \frac{1}{2} \times \frac{3}{4} = \frac{3}{8} \)

Wrong Answer Text: \( \frac{1}{2} \times \frac{4}{3} = \frac{4}{6} = \frac{2}{3} \)"
Thinks positive or negative sign affects the term before it,"Question Text: Simplify the expression: \( -3 \times-2 \)
Correct Answer Text: \( 6 \)
Wrong Answer Text: \( -6 \)"
Thinks positive or negative sign affects the term before it,"Question Text: Simplify the expression: \( -3 \times-2 \)
Correct Answer Text: \( 6 \)
Wrong Answer Text: \( -6 \)"
"When finding the square root of a decimal, ignores place value","Question Text: What is the square root of \( 0.64 \) ?
Correct Answer Text: \( 0.8 \)
Wrong Answer Text: \( 8 \)"
"When finding the square root of a decimal, ignores place value","Question Text: What is the square root of \( 0.64 \) ?
Correct Answer Text: \( 0.8 \)
Wrong Answer Text: \( 8 \)"
Does not know what dashes on the sides of shapes mean,"Question Text: What does the dashed line on the sides of the shape below indicate?

[Image description: A rectangle with dashed lines on two sides]

Correct Answer Text: The dashed lines indicate that the shape is not closed or the sides are not included.

Wrong Answer Text: The dashed lines indicate that the shape is a solid 3D object."
Does not know what dashes on the sides of shapes mean,"Question Text: What does the dashed line on the sides of the shape below indicate?

[Image description: A rectangle with dashed lines on two sides]

Correct Answer Text: The dashed lines indicate that the shape is not closed or the sides are not included.

Wrong Answer Text: The dashed lines indicate that the shape is a solid 3D object."
Does not understand a percentage can be applied to something not out of 100,"Question Text: A shirt is on sale for 15% off its original price of £60. How much will you pay for the shirt?
Correct Answer Text: £51
Wrong Answer Text: The discount only works if the original price is £100, so the shirt will still be £60."
Does not understand a percentage can be applied to something not out of 100,"Question Text: A shirt is on sale for 15% off its original price of £60. How much will you pay for the shirt?
Correct Answer Text: £51
Wrong Answer Text: The discount only works if the original price is £100, so the shirt will still be £60."
"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n is half the second difference","Question Text: Find the nth term rule for the quadratic sequence: 
2, 9, 20, 35, 54, ...

Correct Answer Text: \( n^2+2n+1 \) or \( (n+1)^2 \)

Wrong Answer Text: \( 2n^2+3n+1 \)"
"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n is half the second difference","Question Text: Find the nth term rule for the quadratic sequence: 
2, 9, 20, 35, 54, ...

Correct Answer Text: \( n^2+2n+1 \) or \( (n+1)^2 \)

Wrong Answer Text: \( 2n^2+3n+1 \)"
Believes division is carried out before a power,"Question Text: \( 12 \div 3^{2} \)
What is the correct order of operations for this expression?

Correct Answer Text: \( 12 \div(3^{2}) \)

Wrong Answer Text: \( (12 \div 3)^{2} \)"
Believes division is carried out before a power,"Question Text: \( 12 \div 3^{2} \)
What is the correct order of operations for this expression?

Correct Answer Text: \( 12 \div(3^{2}) \)

Wrong Answer Text: \( (12 \div 3)^{2} \)"
Believes that 'zero' is read as the letter 'O',"Question Text: What is the value of the digit in the tens place in the number 102?
Correct Answer Text: 0 (zero)
Wrong Answer Text: O (the letter)"
Believes that 'zero' is read as the letter 'O',"Question Text: What is the value of the digit in the tens place in the number 102?
Correct Answer Text: 0 (zero)
Wrong Answer Text: O (the letter)"
"Does not know that to factorise a quadratic expression, to find two numbers that add to give the coefficient of the x term, and multiply to give the non variable term
","Question Text: Factorise the quadratic expression \( x^2 + 5x + 6 \).

Correct Answer Text: \( (x + 2)(x + 3) \)

Wrong Answer Text: \( (x + 1)(x + 6) \)"
"Does not know that to factorise a quadratic expression, to find two numbers that add to give the coefficient of the x term, and multiply to give the non variable term
","Question Text: Factorise the quadratic expression \( x^2 + 5x + 6 \).

Correct Answer Text: \( (x + 2)(x + 3) \)

Wrong Answer Text: \( (x + 1)(x + 6) \)"
Adds instead of multiplying when expanding bracket,"Question Text: Expand the expression \( 3(4+2) \).
Correct Answer Text: \( 3 \times 4 + 3 \times 2 = 12 + 6 = 18 \)
Wrong Answer Text: \( 3 + 4 + 2 = 9 \)"
Adds instead of multiplying when expanding bracket,"Question Text: Expand the expression \( 3(4+2) \).
Correct Answer Text: \( 3 \times 4 + 3 \times 2 = 12 + 6 = 18 \)
Wrong Answer Text: \( 3 + 4 + 2 = 9 \)"
Believes a number written in standard form cannot have a lot of decimal places,"Question Text: The number \( 4.56789 \times 10^{-3} \) is written in standard form. How many decimal places does this number have when written in normal form?
Correct Answer Text: 7
Wrong Answer Text: 1"
Believes a number written in standard form cannot have a lot of decimal places,"Question Text: The number \( 4.56789 \times 10^{-3} \) is written in standard form. How many decimal places does this number have when written in normal form?
Correct Answer Text: 7
Wrong Answer Text: 1"
Believes an upward slope on a distance-time graph means travelling back towards the starting point.,"Question Text: 
A car travels from home to the shops. The distance-time graph for the journey is shown below.

Imagine the graph has an upward slope at some point during the journey. What does this upward slope represent?

Correct Answer Text: The car is moving away from home.

Wrong Answer Text: The car is travelling back towards home."
Believes an upward slope on a distance-time graph means travelling back towards the starting point.,"Question Text: 
A car travels from home to the shops. The distance-time graph for the journey is shown below.

Imagine the graph has an upward slope at some point during the journey. What does this upward slope represent?

Correct Answer Text: The car is moving away from home.

Wrong Answer Text: The car is travelling back towards home."
Believes the line y = mx - c will cross the y axis at c,"Question Text: What is the y-intercept of the line y = 2x - 5?
Correct Answer Text: -5
 Wrong Answer Text: 5"
Believes the line y = mx - c will cross the y axis at c,"Question Text: What is the y-intercept of the line y = 2x - 5?
Correct Answer Text: -5
 Wrong Answer Text: 5"
Believes they should multiply each numerator by its original denominator when adding/subtracting fractions,"Question Text: Sarah has \( \frac{1}{4} \) of a pizza and her friend has \( \frac{1}{6} \) of a pizza. What is the total amount of pizza they have together?
Correct Answer Text: \( \frac{5}{12} \) 
Wrong Answer Text: \( \frac{6}{24} + \frac{4}{36} = \frac{10}{60} \)"
Believes they should multiply each numerator by its original denominator when adding/subtracting fractions,"Question Text: Sarah has \( \frac{1}{4} \) of a pizza and her friend has \( \frac{1}{6} \) of a pizza. What is the total amount of pizza they have together?
Correct Answer Text: \( \frac{5}{12} \) 
Wrong Answer Text: \( \frac{6}{24} + \frac{4}{36} = \frac{10}{60} \)"
"When simplifying, thinks they write 0 in front of a negative number in the final answer, instead of just writing the negative number","Question Text: Simplify the expression: -5 + 2
Correct Answer Text: -3
Wrong Answer Text: 0-3"
"When simplifying, thinks they write 0 in front of a negative number in the final answer, instead of just writing the negative number","Question Text: Simplify the expression: -5 + 2
Correct Answer Text: -3
Wrong Answer Text: 0-3"
Converted seconds to minutes instead of seconds to hours,"Question Text: A video is 7200 seconds long. How many hours is this?
Correct Answer Text: 2 hours
Wrong Answer Text: 120 hours"
Converted seconds to minutes instead of seconds to hours,"Question Text: A video is 7200 seconds long. How many hours is this?
Correct Answer Text: 2 hours
Wrong Answer Text: 120 hours"
Does not know the 6 timestable,"Question Text: 6 x 9 = ?
Correct Answer Text: 54
Wrong Answer Text: 63"
Does not know the 6 timestable,"Question Text: 6 x 9 = ?
Correct Answer Text: 54
Wrong Answer Text: 63"
Thinks you cannot find the range if there are an even number of values,"Question Text: What is the range of the following set of numbers: 
\( 3,5,2,8 \) ?

Correct Answer Text: \( 8-2=6 \)

Wrong Answer Text: You cannot find the range because there are an even number of values."
Thinks you cannot find the range if there are an even number of values,"Question Text: What is the range of the following set of numbers: 
\( 3,5,2,8 \) ?

Correct Answer Text: \( 8-2=6 \)

Wrong Answer Text: You cannot find the range because there are an even number of values."
Believes every number is the mode when you have data with no mode,"Question Text: What is the mode of the following dataset: 
2, 4, 6, 8, 10

Correct Answer Text: There is no mode

Wrong Answer Text: All the numbers are modes"
Believes every number is the mode when you have data with no mode,"Question Text: What is the mode of the following dataset: 
2, 4, 6, 8, 10

Correct Answer Text: There is no mode

Wrong Answer Text: All the numbers are modes"
Thinks the category with the most common bar height is the mode,"Question Text: What is the mode of the following dataset?

| Category | Frequency |
|----------|-----------|
| A        | 8         |
| B        | 12        |
| C        | 6         |
| D        | 12        |

Correct Answer Text: A and D, or B and D (both are modes since both have the highest frequency of 12)

Wrong Answer Text: B (since it has the highest bar if drawn on a bar chart)"
Thinks the category with the most common bar height is the mode,"Question Text: What is the mode of the following dataset?

| Category | Frequency |
|----------|-----------|
| A        | 8         |
| B        | 12        |
| C        | 6         |
| D        | 12        |

Correct Answer Text: A and D, or B and D (both are modes since both have the highest frequency of 12)

Wrong Answer Text: B (since it has the highest bar if drawn on a bar chart)"
Thinks finding a fraction of an amount means subtracting from that amount,"Question Text: Ben has \( 18 \) pencils and gives \( \frac{1}{3} \) of them to his friend. How many pencils does Ben have left?
Correct Answer Text: \( 18 - \frac{1}{3} \times 18 = 18 - 6 = 12 \)
Wrong Answer Text: \( 18 - 3 = 15 \)"
Thinks finding a fraction of an amount means subtracting from that amount,"Question Text: Ben has \( 18 \) pencils and gives \( \frac{1}{3} \) of them to his friend. How many pencils does Ben have left?
Correct Answer Text: \( 18 - \frac{1}{3} \times 18 = 18 - 6 = 12 \)
Wrong Answer Text: \( 18 - 3 = 15 \)"
"Reflects in an axis, instead of the given mirror line","Question Text: What is the image of point \( A(3,4) \) after a reflection in the line \( y=x \) ?

Correct Answer Text: \( A'(4,3) \)

Wrong Answer Text: \( A'(-3,4) \)"
"Reflects in an axis, instead of the given mirror line","Question Text: What is the image of point \( A(3,4) \) after a reflection in the line \( y=x \) ?

Correct Answer Text: \( A'(4,3) \)

Wrong Answer Text: \( A'(-3,4) \)"
Thinks alternate angles are always equal,"Question Text: In the diagram below, which pair of angles are equal?

(Correct diagram of two parallel lines cut by a transversal, with angles labeled)

Correct Answer Text: Corresponding angles ∠A and ∠C

Wrong Answer Text: Alternate interior angle ∠A and ∠D, and also alternate exterior angles ∠B and ∠E, and also ∠A and ∠B"
Thinks alternate angles are always equal,"Question Text: In the diagram below, which pair of angles are equal?

(Correct diagram of two parallel lines cut by a transversal, with angles labeled)

Correct Answer Text: Corresponding angles ∠A and ∠C

Wrong Answer Text: Alternate interior angle ∠A and ∠D, and also alternate exterior angles ∠B and ∠E, and also ∠A and ∠B"
"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we do the operation matching the sign (+ if positive, - if negative)","Question Text: Simplify the expression: \( 3x + 5y - 2x - 5y \)

Correct Answer Text: \( x \)

Wrong Answer Text: \( x + 10y \)"
"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we do the operation matching the sign (+ if positive, - if negative)","Question Text: Simplify the expression: \( 3x + 5y - 2x - 5y \)

Correct Answer Text: \( x \)

Wrong Answer Text: \( x + 10y \)"
Multiplies rather than divides when answering worded problems,"Question Text: 
Tom has 18 cookies that he wants to share equally among 3 of his friends. How many cookies will each friend get?

Correct Answer Text: 
6 cookies

Wrong Answer Text: 
54 cookies"
Multiplies rather than divides when answering worded problems,"Question Text: 
Tom has 18 cookies that he wants to share equally among 3 of his friends. How many cookies will each friend get?

Correct Answer Text: 
6 cookies

Wrong Answer Text: 
54 cookies"
Believes the fx column for calculating mean is value/frequency,"Question Text: A survey of exam scores has the following results:
Score | Frequency
3     | 2
5     | 4
7     | 1
What is the correct calculation for the mean score?

Correct Answer Text: \( \frac{(3 \times 2)+(5 \times 4)+(7 \times 1)}{2+4+1} \)

Wrong Answer Text: \( \frac{3}{2}+\frac{5}{4}+\frac{7}{1} \)"
Believes the fx column for calculating mean is value/frequency,"Question Text: A survey of exam scores has the following results:
Score | Frequency
3     | 2
5     | 4
7     | 1
What is the correct calculation for the mean score?

Correct Answer Text: \( \frac{(3 \times 2)+(5 \times 4)+(7 \times 1)}{2+4+1} \)

Wrong Answer Text: \( \frac{3}{2}+\frac{5}{4}+\frac{7}{1} \)"
"In repeated percentage change, believes the second change is only a percentage of the first change, without including the original","Question Text: A shirt is on sale for 15% off. After the initial discount, the store offers an additional 10% off the sale price. If the original price of the shirt is $80, what is the final price after both discounts?

Correct Answer Text: $61.20

Wrong Answer Text: $68.00"
"In repeated percentage change, believes the second change is only a percentage of the first change, without including the original","Question Text: A shirt is on sale for 15% off. After the initial discount, the store offers an additional 10% off the sale price. If the original price of the shirt is $80, what is the final price after both discounts?

Correct Answer Text: $61.20

Wrong Answer Text: $68.00"
Confuses octagon and hexagon,"Question Text: What is the name of the polygon with 8 sides?
Correct Answer Text: Octagon
Wrong Answer Text: Hexagon"
Confuses octagon and hexagon,"Question Text: What is the name of the polygon with 8 sides?
Correct Answer Text: Octagon
Wrong Answer Text: Hexagon"
"When rounding to decimal places and the only digits after the decimal point will be zeros, just gives the integer as the answer.","Question Text: Round \( 45.0007 \) to 3 decimal places.
Correct Answer Text: \( 45.001 \)
Wrong Answer Text: \( 45 \)"
"When rounding to decimal places and the only digits after the decimal point will be zeros, just gives the integer as the answer.","Question Text: Round \( 45.0007 \) to 3 decimal places.
Correct Answer Text: \( 45.001 \)
Wrong Answer Text: \( 45 \)"
Attempts to simplify ratio by subtracting from both sides,"Question Text: A recipe for making cookies requires a ratio of 8 cups of flour to 12 cups of sugar. If you want to reduce the amount of flour to 5 cups, how many cups of sugar should you use?

Correct Answer Text: 7.5 cups

Wrong Answer Text: 9 cups"
Attempts to simplify ratio by subtracting from both sides,"Question Text: A recipe for making cookies requires a ratio of 8 cups of flour to 12 cups of sugar. If you want to reduce the amount of flour to 5 cups, how many cups of sugar should you use?

Correct Answer Text: 7.5 cups

Wrong Answer Text: 9 cups"
Believes a number written in standard form is smaller than another number written in standard form if the number between 1 and 10 is smaller,"Question Text: Which number is larger, \( 4 \times 10^{5} \) or \( 6 \times 10^{4} \) ?
Correct Answer Text: \( 4 \times 10^{5} \)
Wrong Answer Text: \( 6 \times 10^{4} \)"
Believes a number written in standard form is smaller than another number written in standard form if the number between 1 and 10 is smaller,"Question Text: Which number is larger, \( 4 \times 10^{5} \) or \( 6 \times 10^{4} \) ?
Correct Answer Text: \( 4 \times 10^{5} \)
Wrong Answer Text: \( 6 \times 10^{4} \)"
Thinks that we cannot calculate the range of negative numbers,"Question Text: What is the range of the following set of temperatures: 
-8°C, -2°C, -5°C, -9°C, -1°C ?

Correct Answer Text: 8°C

Wrong Answer Text: We cannot calculate the range because the numbers are negative."
Thinks that we cannot calculate the range of negative numbers,"Question Text: What is the range of the following set of temperatures: 
-8°C, -2°C, -5°C, -9°C, -1°C ?

Correct Answer Text: 8°C

Wrong Answer Text: We cannot calculate the range because the numbers are negative."
Adds up the variable column when asked for total frequency,"Question Text: A survey of favorite colors was conducted among 10 students. The results are as follows:
Color | Number of Students
Red | 3
Blue | 4
Green | 3
What is the total frequency of the data?

Correct Answer Text: 10

Wrong Answer Text: 3 + 4 + 3 = 10, so I need to add up the colors: Red + Blue + Green = 10 colors"
Adds up the variable column when asked for total frequency,"Question Text: A survey of favorite colors was conducted among 10 students. The results are as follows:
Color | Number of Students
Red | 3
Blue | 4
Green | 3
What is the total frequency of the data?

Correct Answer Text: 10

Wrong Answer Text: 3 + 4 + 3 = 10, so I need to add up the colors: Red + Blue + Green = 10 colors"
"When a subtraction of one positive number from another, results in a negative answer, they believe the answer is the sum of those 2 numbers with a negative sign put in front.","Question Text: \( 7-12 \)
What is the result of the given subtraction?

Correct Answer Text: \( -5 \)

Wrong Answer Text: \( -(7+12) = -19 \)"
"When a subtraction of one positive number from another, results in a negative answer, they believe the answer is the sum of those 2 numbers with a negative sign put in front.","Question Text: \( 7-12 \)
What is the result of the given subtraction?

Correct Answer Text: \( -5 \)

Wrong Answer Text: \( -(7+12) = -19 \)"
Assumes a 1:1 conversion ratio between different currencies,"Question Text: Emily is traveling from the US to the UK. She has $200 USD and wants to know how much she'll have in British Pounds (GBP) after exchanging her money. The current exchange rate is 1 USD = 0.8 GBP. How much will Emily have in GBP after exchanging her $200 USD?

Correct Answer Text: $160 GBP

Wrong Answer Text: $200 GBP"
Assumes a 1:1 conversion ratio between different currencies,"Question Text: Emily is traveling from the US to the UK. She has $200 USD and wants to know how much she'll have in British Pounds (GBP) after exchanging her money. The current exchange rate is 1 USD = 0.8 GBP. How much will Emily have in GBP after exchanging her $200 USD?

Correct Answer Text: $160 GBP

Wrong Answer Text: $200 GBP"
Believes that prime numbers can have more than two factors,"Question Text: What makes a number prime?
Correct Answer Text: A prime number is a positive integer that is divisible only by itself and 1.
Wrong Answer Text: A prime number is a positive integer that has at least three distinct factors."
Believes that prime numbers can have more than two factors,"Question Text: What makes a number prime?
Correct Answer Text: A prime number is a positive integer that is divisible only by itself and 1.
Wrong Answer Text: A prime number is a positive integer that has at least three distinct factors."
Subtracts numerators when dividing fractions with a common denominator,"Question Text: Simplify the expression: 
\[
\frac{9}{10} \div \frac{3}{10}
\]

Correct Answer Text: \[
\frac{9}{10} \div \frac{3}{10} = \frac{9}{10} \times \frac{10}{3} = 3
\]

Wrong Answer Text: \[
\frac{9}{10} \div \frac{3}{10} = \frac{9-3}{10} = \frac{6}{10} = \frac{3}{5}
\]"
Subtracts numerators when dividing fractions with a common denominator,"Question Text: Simplify the expression: 
\[
\frac{9}{10} \div \frac{3}{10}
\]

Correct Answer Text: \[
\frac{9}{10} \div \frac{3}{10} = \frac{9}{10} \times \frac{10}{3} = 3
\]

Wrong Answer Text: \[
\frac{9}{10} \div \frac{3}{10} = \frac{9-3}{10} = \frac{6}{10} = \frac{3}{5}
\]"
Uses the total as the numerator of the fraction rather than the denominator.,"Question Text: A bookshelf has 5 shelves, and 3 of them have books on them. What fraction of the shelves are empty?
Correct Answer Text: 2/5
Wrong Answer Text: 5/2"
Uses the total as the numerator of the fraction rather than the denominator.,"Question Text: A bookshelf has 5 shelves, and 3 of them have books on them. What fraction of the shelves are empty?
Correct Answer Text: 2/5
Wrong Answer Text: 5/2"
Subtracts instead of adding when asked to find a total,"Question Text: Sarah has £15 in her piggy bank. She receives £8 as a gift from her grandmother and £4 from her brother. How much money does Sarah have now?

Correct Answer Text: £27

Wrong Answer Text: £3"
Subtracts instead of adding when asked to find a total,"Question Text: Sarah has £15 in her piggy bank. She receives £8 as a gift from her grandmother and £4 from her brother. How much money does Sarah have now?

Correct Answer Text: £27

Wrong Answer Text: £3"
Does not realise that division can be used to find the missing value in a multiplication problem,"Question Text: 
A bookshelf has 5 shelves, and each shelf can hold an equal number of books. If the bookshelf is currently empty and can hold 30 books in total, how many books can each shelf hold?

Correct Answer Text: 
30 ÷ 5 = 6 books per shelf

Wrong Answer Text: 
You can't find the answer because it's a multiplication problem, not a division problem."
Does not realise that division can be used to find the missing value in a multiplication problem,"Question Text: 
A bookshelf has 5 shelves, and each shelf can hold an equal number of books. If the bookshelf is currently empty and can hold 30 books in total, how many books can each shelf hold?

Correct Answer Text: 
30 ÷ 5 = 6 books per shelf

Wrong Answer Text: 
You can't find the answer because it's a multiplication problem, not a division problem."
Believes a parallelogram cannot have right angles,"Question Text: Can a parallelogram have right angles?

Correct Answer Text: Yes

Wrong Answer Text: No"
Believes a parallelogram cannot have right angles,"Question Text: Can a parallelogram have right angles?

Correct Answer Text: Yes

Wrong Answer Text: No"
"Mixes up squaring and multiplying by 2 or doubling, and not square rooted","Question Text: What is the value of \( x \) in the equation \( x^{2}=16 \)?

Correct Answer Text: \( x=4 \) or \( x=-4 \)

Wrong Answer Text: \( x=8 \)"
"Mixes up squaring and multiplying by 2 or doubling, and not square rooted","Question Text: What is the value of \( x \) in the equation \( x^{2}=16 \)?

Correct Answer Text: \( x=4 \) or \( x=-4 \)

Wrong Answer Text: \( x=8 \)"
Confuses objective and subjective,"Question Text: Is the statement ""The Mona Lisa is the most beautiful painting in the world"" an objective or subjective statement?

Correct Answer Text: Subjective

Wrong Answer Text: Objective"
Confuses objective and subjective,"Question Text: Is the statement ""The Mona Lisa is the most beautiful painting in the world"" an objective or subjective statement?

Correct Answer Text: Subjective

Wrong Answer Text: Objective"
Does not know that a reflection would not change the size of the shape,"Question Text: A triangle with side lengths of 5cm, 6cm, and 7cm is reflected over a line. What are the side lengths of the reflected triangle?
Correct Answer Text: 5cm, 6cm, and 7cm
Wrong Answer Text: 10cm, 12cm, and 14cm"
Does not know that a reflection would not change the size of the shape,"Question Text: A triangle with side lengths of 5cm, 6cm, and 7cm is reflected over a line. What are the side lengths of the reflected triangle?
Correct Answer Text: 5cm, 6cm, and 7cm
Wrong Answer Text: 10cm, 12cm, and 14cm"
Believes mixed numbers cannot be simplified,"Question Text: Simplify the mixed number \( 6\frac{8}{4} \).
Correct Answer Text: \( 8 \)
Wrong Answer Text: It cannot be simplified further."
