,QuestionId_Answer,ConstructName,SubjectName,QuestionText,CorrectAnswer,IncorrectAnswer,MisconceptionName,Cluster
3059,1305_A,"Given a positive y value, find an x value in a table of values for lines in the form y = mx + c",Plotting Lines from Tables of Values,"This is a part of the table of values for the equation
\[
y=6 x
\] \begin{tabular}{|l|l|}
\hline\( x \) & \(\bigstar\) \\
\hline\( y \) & \( 0 \) \\
\hline
\end{tabular} What should replace the star?",\( 0 \),\( -6 \),Thinks the inverse of subtraction is multiplication,100
3060,1305_D,"Given a positive y value, find an x value in a table of values for lines in the form y = mx + c",Plotting Lines from Tables of Values,"This is a part of the table of values for the equation
\[
y=6 x
\] \begin{tabular}{|l|l|}
\hline\( x \) & \(\bigstar\) \\
\hline\( y \) & \( 0 \) \\
\hline
\end{tabular} What should replace the star?",\( 0 \),There is no possible solution,Doesn't believe that when you divide by 0 the answer will always be 0,27
3061,1306_A,"Given a midpoint and a coordinate work out the position of the other coordinate, where at least one value is negative and at least one is a non-integer",Midpoint Between Two Co-ordinates,"Here are two points and their midpoint.
What should replace the triangle? ![The image is a set of axes with three points marked. One point is (1,7). The midpoint is (-1, 0.5). The third point is given as (star, triangle), so the triangle is the y value of the point.]()",\( \Delta=-6 \),\( \Delta=-7 \),"Given a line segment with a midpoint that is not the origin, assumes that the two end points will still have the same absolute value",89
3062,1306_C,"Given a midpoint and a coordinate work out the position of the other coordinate, where at least one value is negative and at least one is a non-integer",Midpoint Between Two Co-ordinates,"Here are two points and their midpoint.
What should replace the triangle? ![The image is a set of axes with three points marked. One point is (1,7). The midpoint is (-1, 0.5). The third point is given as (star, triangle), so the triangle is the y value of the point.]()",\( \Delta=-6 \),\( \Delta=-6.5 \),Believes midpoint calculation is just half of the difference,89
3063,1307_A,Expand products of three binomials in the form (x + a)(x + b)(x + c),Expanding Triple Brackets and more,"Ori is expanding these three brackets:
\(
(x+2)(x-4)(x-7)
\)

He finds it helpful to split the first bracket and view the problem as follows:
\(
x(x-4)(x-7)+2(x-4)(x-7)
\)

He expands the brackets further. Before he simplifies, what are the terms than contain an \( x^{2} \) ?",\( \begin{array}{l}-7 x^{2} \\ -4 x^{2} \\ +2 x^{2}\end{array} \),\( \begin{array}{l}+7 x^{2} \\ +4 x^{2} \\ +2 x^{2}\end{array} \),Ignores negative sign when expanding bracket,99
3064,1308_A,Identify that a problem needs to be solved using multiplication,Mental Multiplication and Division,"Which of the following calculations would solve this problem?
Fred is monitoring the growth of his plant. The plant grew \( 7 \mathrm{~cm} \) every week for \( 35 \) weeks.
By how much did the plant grow in total?",\( 35 \times 7 \),\( 35 \div 7 \),Divides rather than multiplies when answering worded problems,97
3065,1308_B,Identify that a problem needs to be solved using multiplication,Mental Multiplication and Division,"Which of the following calculations would solve this problem?
Fred is monitoring the growth of his plant. The plant grew \( 7 \mathrm{~cm} \) every week for \( 35 \) weeks.
By how much did the plant grow in total?",\( 35 \times 7 \),\( 35-7 \),Subtracts rather than multiplies when answering worded problems,97
3066,1308_C,Identify that a problem needs to be solved using multiplication,Mental Multiplication and Division,"Which of the following calculations would solve this problem?
Fred is monitoring the growth of his plant. The plant grew \( 7 \mathrm{~cm} \) every week for \( 35 \) weeks.
By how much did the plant grow in total?",\( 35 \times 7 \),\( 35+7 \),Adds rather than multiplies when asked for a total,2
3067,1309_A,Divide proper fractions in the form: Fraction ÷ Integer,Dividing Fractions,"What fraction replaces the question mark? ![A bar split into 5 equal parts, with two shaded. One of the shaded parts is labelled with a question mark.]()",\( \frac{1}{5} \),\( \frac{1}{2} \),Identifies the wrong part of a fraction model as the whole,92
3068,1310_A,Answer decimal problems that require the use of BIDMAS,BIDMAS,"Which calculation should you do first?
\(
((0.5 \div(0.2+0.4)-0.3) \times 0.6)
\)",\( 0.2+0.4 \),\( 0.5 \div 0.2 \),Carries out operations from left to right regardless of priority order,109
3069,1310_D,Answer decimal problems that require the use of BIDMAS,BIDMAS,"Which calculation should you do first?
\(
((0.5 \div(0.2+0.4)-0.3) \times 0.6)
\)",\( 0.2+0.4 \),\( 0.3 \times 0.6 \),Carries out operations from right to left regardless of priority order,109
3070,1311_A,Insert brackets to make a calculation correct,BIDMAS,"\[
12 \times 6-1+2
\]
Where do the brackets need to go to make the answer equal \( 36 \) ?",\( 12 \times(6-(1+2)) \),\( 12 \times 6-(1+2) \),Performs subtraction in wrong order,109
3071,1311_B,Insert brackets to make a calculation correct,BIDMAS,"\[
12 \times 6-1+2
\]
Where do the brackets need to go to make the answer equal \( 36 \) ?",\( 12 \times(6-(1+2)) \),\( 12 \times(6-1+2) \),"Applies BIDMAS in strict order (does not realize addition and subtraction, and multiplication and division, are of equal priority)",109
3072,1311_D,Insert brackets to make a calculation correct,BIDMAS,"\[
12 \times 6-1+2
\]
Where do the brackets need to go to make the answer equal \( 36 \) ?",\( 12 \times(6-(1+2)) \),Does not need brackets,Carries out operations from right to left regardless of priority order,109
3073,1312_A,Calculate the probability of three or more dependent events occurring without drawing a tree diagram,Tree Diagrams with Dependent Events,"There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. All of the balls are the same size.]() Kate picks out three balls at the same time.

She wants to work out the probability all the balls are red.

What is the denominator of the final unsimplified answer?",\( 210 \),\( 7 \),Adds rather than multiplies for combined probabilities,84
3074,1312_C,Calculate the probability of three or more dependent events occurring without drawing a tree diagram,Tree Diagrams with Dependent Events,"There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. All of the balls are the same size.]() Kate picks out three balls at the same time.

She wants to work out the probability all the balls are red.

What is the denominator of the final unsimplified answer?",\( 210 \),\( 343 \),Does not recognise that choosing 2 items at once means the first item does not get replaced in a probability question,84
3075,1312_D,Calculate the probability of three or more dependent events occurring without drawing a tree diagram,Tree Diagrams with Dependent Events,"There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. All of the balls are the same size.]() Kate picks out three balls at the same time.

She wants to work out the probability all the balls are red.

What is the denominator of the final unsimplified answer?",\( 210 \),\( 18 \),Adds rather than multiplies for combined probabilities,84
3076,1313_B,"For a given algebraic input, find the output of a function machine",Function Machines,Which of the following pairs of function machines are correct?,\( \begin{array}{l}a\rightarrow\times 3\rightarrow+4\rightarrow4+3 a \\ a\rightarrow+4\rightarrow\times 3\rightarrow3(4+a)\end{array} \),\( \begin{array}{l}a\rightarrow\times 3\rightarrow+4\rightarrow4+3 a \\ a\rightarrow \times 3\rightarrow+4\rightarrow3(4+a)\end{array} \),"Does not follow the arrows through a function machine, changes the order of the operations asked.",109
3077,1313_C,"For a given algebraic input, find the output of a function machine",Function Machines,Which of the following pairs of function machines are correct?,\( \begin{array}{l}a\rightarrow\times 3\rightarrow+4\rightarrow4+3 a \\ a\rightarrow+4\rightarrow\times 3\rightarrow3(4+a)\end{array} \),\( \begin{array}{l}a\rightarrow+4 \rightarrow\times 3\rightarrow4+3 a \\ a \rightarrow\times 3\rightarrow+4\rightarrow-3(4+a)\end{array} \),"Does not follow the arrows through a function machine, changes the order of the operations asked.",109
3078,1313_D,"For a given algebraic input, find the output of a function machine",Function Machines,Which of the following pairs of function machines are correct?,\( \begin{array}{l}a\rightarrow\times 3\rightarrow+4\rightarrow4+3 a \\ a\rightarrow+4\rightarrow\times 3\rightarrow3(4+a)\end{array} \),\( \begin{array}{l}a\rightarrow4 \rightarrow\times 3\rightarrow4+3 a \\ a\rightarrow+4\rightarrow\times 3\rightarrow3(4+a)\end{array} \),"Does not follow the arrows through a function machine, changes the order of the operations asked.",109
3079,1314_A,Identify common multiples of three or more numbers,Multiples and Lowest Common Multiple,"Which of the following numbers is a common multiple of \( 4,6 \) and \( 12 \) ?",\( 12 \),\( 2 \),Confuses factors and multiples,33
3080,1314_C,Identify common multiples of three or more numbers,Multiples and Lowest Common Multiple,"Which of the following numbers is a common multiple of \( 4,6 \) and \( 12 \) ?",\( 12 \),\( 18 \),Identifies a common multiple of two numbers when asked to consider a common multiple of three numbers,56
3081,1314_D,Identify common multiples of three or more numbers,Multiples and Lowest Common Multiple,"Which of the following numbers is a common multiple of \( 4,6 \) and \( 12 \) ?",\( 12 \),\( 20 \),Identifies a multiple of a number but not a common multiple of a group of numbers,56
3082,1315_A,Carry out missing number subtraction problems involving negative integers,Multiplying and Dividing Negative Numbers,\( \fbox{-5} \) x\( \hspace{0.2cm} \fbox{4} = \hspace{0.2cm} \fbox{-12} - \hspace{0.2cm}\fbox{ ? } \),\( 8 \),\( -8 \),"When subtracting a negative number, subtracts the absolute value rather than adding it",78
3083,1315_C,Carry out missing number subtraction problems involving negative integers,Multiplying and Dividing Negative Numbers,\( \fbox{-5} \) x\( \hspace{0.2cm} \fbox{4} = \hspace{0.2cm} \fbox{-12} - \hspace{0.2cm}\fbox{ ? } \),\( 8 \),\( -32 \),Believes multiplying a positive by a negative gives a positive answer,99
3084,1316_B,"Multiplication, division and power law of indices with positive integer powers",Laws of Indices,"\(\frac{\left(5^{6}\right)^{4}}{5^{2}} \equiv 5^{n}\)

What is the value of \( n \) ?",\( 22 \),\( 8 \),Thinks a power raised to a power leads to addition of the powers,18
3085,1316_C,"Multiplication, division and power law of indices with positive integer powers",Laws of Indices,"\(\frac{\left(5^{6}\right)^{4}}{5^{2}} \equiv 5^{n}\)

What is the value of \( n \) ?",\( 22 \),\( 12 \),"Believes when dividing numbers with the same base you divide the powers, rather than subtracting",18
3086,1317_A,Select the correct answer to an iteration question to the required degree of accuracy,Trial and Improvement and Iterative Methods,"\(
x_{n+1}=10-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=4 \), what is the solution to \( x=10-\frac{1}{x} \) to \( 2 \) decimal places?",\( 9.90 \),\( 9.8989 \ldots \),Rounds to the wrong degree of accuracy (rounds too little),102
3087,1317_B,Select the correct answer to an iteration question to the required degree of accuracy,Trial and Improvement and Iterative Methods,"\(
x_{n+1}=10-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=4 \), what is the solution to \( x=10-\frac{1}{x} \) to \( 2 \) decimal places?",\( 9.90 \),\( 9.75 \),Believes substituting the starting value into an iteration formula immediately gives the solution,103
3088,1317_D,Select the correct answer to an iteration question to the required degree of accuracy,Trial and Improvement and Iterative Methods,"\(
x_{n+1}=10-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=4 \), what is the solution to \( x=10-\frac{1}{x} \) to \( 2 \) decimal places?",\( 9.90 \),\( 9.9 \),Rounds to the wrong degree of accuracy (significant figures rather than decimal places),102
3089,1318_D,Identify factors of a number,Factors and Highest Common Factor,"\begin{tabular}{|c|c|c|}
      & Multiple of \( 4 \) & Not a multiple of \( 4 \) \\
\hline Factor of \( 60 \) & A & B \\
\hline Not a factor of \( 60 \) & C & D \\
\hline
\end{tabular} In which box should you place \( \mathbf{3 0} \) ?",B,D,Does not understand the term factor,33
3090,1319_B,Form expressions from situations described in words,Algebraic Proof,Which of these always produces consecutive numbers if \( n \) is a positive integer?,"\( n, n+1, n+2 \)","\( n, 2 n, 3 n \)",Does not know the meaning of consecutive,5
3091,1319_C,Form expressions from situations described in words,Algebraic Proof,Which of these always produces consecutive numbers if \( n \) is a positive integer?,"\( n, n+1, n+2 \)","\( 3 n, 2 n, n \)",Does not know the meaning of consecutive,5
3092,1319_D,Form expressions from situations described in words,Algebraic Proof,Which of these always produces consecutive numbers if \( n \) is a positive integer?,"\( n, n+1, n+2 \)","\( n, n+2, n+4 \)",Does not know the meaning of consecutive,5
3093,1320_A,Recognise square roots,"Square Roots, Cube Roots, etc",Which of the following is the square root of \( 36 \) ?,\( 6 \),\( 18 \),Halves when asked to find the square root,47
3094,1320_B,Recognise square roots,"Square Roots, Cube Roots, etc",Which of the following is the square root of \( 36 \) ?,\( 6 \),\( 1296 \),Squares when asked to find the square root,47
3095,1320_D,Recognise square roots,"Square Roots, Cube Roots, etc",Which of the following is the square root of \( 36 \) ?,\( 6 \),\( 72 \),Mixes up square rooting and multiplying by 2 or doubling,47
3096,1321_A,Multiply two decimals together with a different number of decimal places,Multiplying and Dividing with Decimals,\( 0.32 \times 0.8= \),\( 0.256 \),\( 0.4 \),Adds instead of multiplies,95
3097,1321_B,Multiply two decimals together with a different number of decimal places,Multiplying and Dividing with Decimals,\( 0.32 \times 0.8= \),\( 0.256 \),\( 0.0256 \),Does not understand place value within a number,85
3098,1321_C,Multiply two decimals together with a different number of decimal places,Multiplying and Dividing with Decimals,\( 0.32 \times 0.8= \),\( 0.256 \),\( 2.56 \),Does not understand place value within a number,85
3099,1322_B,"Given the sector angle on a pie chart, calculate the frequency of a group",Pie Chart,"The pie chart shows the favourite subjects of children at a school.

If \( 12 \) students chose Science, how many chose French? ![A pie chart split into four parts, labelled with school subjects. The part for Mathematics is 144 degrees, Science is 36 degrees, English is 72 degrees and French is 108 degrees.]()",\( 36 \),\( 108 \),Believes the angle in a pie chart sector is equal to the frequency,74
3100,1323_A,Describe a term-to-term sequence,Other Sequences,"Which of the following term-to-term rule describes this sequence?
\[
2, \quad 5, \quad 14, \quad 41 \ldots
\]",To get the next term you multiply the previous term by \( 3 \) and subtract \( 1 \),To get the next term you add \( 3 \) to the previous term,Uses only the first two terms of a sequence to work out a term-to-term rule,80
3101,1323_B,Describe a term-to-term sequence,Other Sequences,"Which of the following term-to-term rule describes this sequence?
\[
2, \quad 5, \quad 14, \quad 41 \ldots
\]",To get the next term you multiply the previous term by \( 3 \) and subtract \( 1 \),To get the next term you double the previous term and add \( 1 \),Uses only the first two terms of a sequence to work out a term-to-term rule,80
3102,1323_C,Describe a term-to-term sequence,Other Sequences,"Which of the following term-to-term rule describes this sequence?
\[
2, \quad 5, \quad 14, \quad 41 \ldots
\]",To get the next term you multiply the previous term by \( 3 \) and subtract \( 1 \),To get the next term you square the previous term and add \( 1 \),Uses only the first two terms of a sequence to work out a term-to-term rule,80
3103,1324_A,"Given information about one part, work out other parts",Sharing in a Ratio,"Tom shares some money with his brother in the ratio \( 5: 4 \) If Tom gets \( £180 \), how much does his brother get?",\( £ 144 \),\( £ 100 \),"In ratio question where one side of ratio is given, treats that as the total",81
3104,1324_B,"Given information about one part, work out other parts",Sharing in a Ratio,"Tom shares some money with his brother in the ratio \( 5: 4 \) If Tom gets \( £180 \), how much does his brother get?",\( £ 144 \),\( £ 80 \),"In ratio question where one side of ratio is given, treats that as the total",81
3105,1324_D,"Given information about one part, work out other parts",Sharing in a Ratio,"Tom shares some money with his brother in the ratio \( 5: 4 \) If Tom gets \( £180 \), how much does his brother get?",\( £ 144 \),\( £ 720 \),"In ratio question where one side of ratio is given, uses that as one part in ratio without dividing",81
3106,1325_A,Write 3 digit numbers as words ,Place Value,"How do you write this number in words?
\( 107 \)",One hundred and seven,Ten seven,The student does not understand the place value of 3-digit numbers,85
3107,1325_C,Write 3 digit numbers as words ,Place Value,"How do you write this number in words?
\( 107 \)",One hundred and seven,One hundred and seventy,The student does not understand the place value of 3-digit numbers,85
3108,1325_D,Write 3 digit numbers as words ,Place Value,"How do you write this number in words?
\( 107 \)",One hundred and seven,Seventeen,The student does not understand the place value of 3-digit numbers,85
3109,1326_A,Calculate the probability of two dependent events occurring without drawing a tree diagram,Tree Diagrams with Dependent Events,"There are \( 5 \) red balls and \( 4 \) yellow balls in a cup ![A cup with 5 red and 4 yellow balls in it. All of the balls are the same size.]() Kate picks a yellow ball out and does not replace it.

She then has a second pick.

What is the probability the second pick is a red ball?",\( \frac{5}{8} \),\( \frac{5}{9} \),Does not reduce the denominator when an item is not replaced in a probability question,84
3110,1327_C,Expand products of three binomials in the form (x + a)(x + b)(x + c),Expanding Triple Brackets and more,"When Nadia expands these brackets, how many terms should she get after she simplifies?
\(
(p+8)(p+2)(p+1)
\)",\( 4 \),\( 3 \),Believes a cubic expression should have three terms,68
3111,1328_A,Calculate the mean as an average from a list of data,"Averages (mean, median, mode) from a List of Data","Without using a calculator, what is the mean of the following numbers?

\[
3,4,3,4,4
\]",A little less than \( 4 \),\( 3 \),Believes the mean is the middle number,29
3112,1328_C,Calculate the mean as an average from a list of data,"Averages (mean, median, mode) from a List of Data","Without using a calculator, what is the mean of the following numbers?

\[
3,4,3,4,4
\]",A little less than \( 4 \),\( 4 \),"When asked for the mean of a list of data, gives the mode",29
3113,1329_B,Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"\(
\frac{1}{3}+\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",\( 13 \),\( 2 \),Does not find a common denominator when adding/subtracting fractions,55
3114,1329_C,Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"\(
\frac{1}{3}+\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",\( 13 \),\( 4 \),Does not find a common denominator when adding/subtracting fractions,55
3115,1329_D,Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"\(
\frac{1}{3}+\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",\( 13 \),\( 11 \),Does not find a common denominator when adding/subtracting fractions,55
3116,1330_B,Calculate the mode as an average from a list of data when there are two or more modes,"Averages (mean, median, mode) from a List of Data","What is the mode of the following numbers?
\[
1,1,4,6,7,7
\]",\( 1 \) and \( 7 \),\( 7 \),Believes you can only have one mode,111
3117,1330_C,Calculate the mode as an average from a list of data when there are two or more modes,"Averages (mean, median, mode) from a List of Data","What is the mode of the following numbers?
\[
1,1,4,6,7,7
\]",\( 1 \) and \( 7 \),\( 4 \),"When there are two modes, finds the mean of these values and gives that as the mode",111
3118,1330_D,Calculate the mode as an average from a list of data when there are two or more modes,"Averages (mean, median, mode) from a List of Data","What is the mode of the following numbers?
\[
1,1,4,6,7,7
\]",\( 1 \) and \( 7 \),There is no mode,"Believes if there are two numbers with the same frequency, there isn't a mode",111
3119,1331_A,Calculate the square of a number,Estimation,Which is the best estimate for \( (4.2)^{2} \) ?,\( 16 \),\( 25 \),Rounds up instead of down,102
3120,1331_C,Calculate the square of a number,Estimation,Which is the best estimate for \( (4.2)^{2} \) ?,\( 16 \),\( 8 \),Multiplies by the index,18
3121,1332_B,Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)","![Two angles meeting on a straight line labelled n and 48 degrees, one angle further down the straight line labelled 30 degrees]() What is the size of angle \( n \) ?",\( 132^{\circ} \),\( 142^{\circ} \),"When “borrowing” during a subtraction problem, does not subtract one from the preceding digit",35
3122,1332_C,Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)","![Two angles meeting on a straight line labelled n and 48 degrees, one angle further down the straight line labelled 30 degrees]() What is the size of angle \( n \) ?",\( 132^{\circ} \),\( 102^{\circ} \),Thinks that all angles anywhere along a straight line add to 180,70
3123,1332_D,Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)","![Two angles meeting on a straight line labelled n and 48 degrees, one angle further down the straight line labelled 30 degrees]() What is the size of angle \( n \) ?",\( 132^{\circ} \),\( 312^{\circ} \),Believes angles on a straight line add to 360 degrees,70
3124,1333_A,Describe a term-to-term sequence,Other Sequences,"Which of the following term-to-term rule describes this sequence? \( 2, \quad 9, \quad 11, \quad 20, \quad \ldots \)",To get the next term you add the previous two terms together,To get the next term you add \( 7 \) to the previous term,Uses only the first two terms of a sequence to work out a term-to-term rule,80
3125,1333_C,Describe a term-to-term sequence,Other Sequences,"Which of the following term-to-term rule describes this sequence? \( 2, \quad 9, \quad 11, \quad 20, \quad \ldots \)",To get the next term you add the previous two terms together,To get the next term you square the previous term and add \( 5 \),Uses only the first two terms of a sequence to work out a term-to-term rule,80
3126,1333_D,Describe a term-to-term sequence,Other Sequences,"Which of the following term-to-term rule describes this sequence? \( 2, \quad 9, \quad 11, \quad 20, \quad \ldots \)",To get the next term you add the previous two terms together,To get the next term you multiply the previous term by \( 5 \) and subtract \( 1 \),Uses only the first two terms of a sequence to work out a term-to-term rule,80
3127,1334_A,"Given the name of a polygon, draw or identify a corresponding diagram",Properties of Polygons,Which of the following shapes is a hexagon?,None of these,"![An irregular, five sided shape]()",Confuses pentagon and hexagon,10
3128,1334_B,"Given the name of a polygon, draw or identify a corresponding diagram",Properties of Polygons,Which of the following shapes is a hexagon?,None of these,"![A regular, five sided shape]()",Confuses pentagon and hexagon,10
3129,1334_C,"Given the name of a polygon, draw or identify a corresponding diagram",Properties of Polygons,Which of the following shapes is a hexagon?,None of these,"![A regular, eight sided shape]()",Confuses octagon and hexagon,10
3130,1335_A,Express one quantity as a fraction of another,Simplifying Fractions,Write \( 16 \) over \( 28 \) as a fraction in its simplest terms.,\( \frac{4}{7} \),\( \frac{16}{28} \),Forgot to simplify the fraction,91
3131,1335_B,Express one quantity as a fraction of another,Simplifying Fractions,Write \( 16 \) over \( 28 \) as a fraction in its simplest terms.,\( \frac{4}{7} \),\( \frac{1}{13} \),Simplifies a fraction by adding or subtracting the same amount from the numerator  and denominator,87
3132,1336_A,Manipulate both equations so that they are in a form to be added or subtracted,Simultaneous Equations,"Tom and Katie are discussing how to get this pair of simultaneous equations in a form where they can eliminate \( y \) \(( 1)\)  \(-2 x+6 y=4 \)
\( (2)\)  \( x+2 y=8 \) Tom says you need to multiply equation \( (2) \) by \( 3 \).

Katie says you need to multiply equation \( (1) \) by \( 2 \) and multiply equation \( (2) \) by \( 6 \).

Who is correct?",Both Tom and Katie,Only Tom,"When solving simultaneous equations, thinks they can't multiply each equation by a different number",53
3133,1337_D,Recognise and use efficient methods for mental multiplication,Mental Multiplication and Division,Tom and Katie are discussing ways to calculate \( 28 \times 15 \) mentally Tom does \( 28 \times 5 \) and then multiplies his answer by \( 3 \) Katie does \( 14 \times 15 \) and then doubles her answer Who would get the correct answer?,Both Tom and Katie,Neither is correct,Does not realise that multiplication can be broken down into factors,24
3134,1338_A,Order fractions whose denominators are not multiples of the same number ,Ordering Fractions,Which fraction is closest to \( 1 \) ?,\( \frac{9}{10} \),\( 1 \frac{1}{3} \),Believes that fractions with larger denominators are greater in size,57
3135,1339_B,Use angles around a point to form and solve algebraic equations,"Basic Angle Facts (straight line, opposite, around a point, etc)",Which of the following equations is true based on the diagram? ![Angles around a point made up of two angles labelled: f and f-20](),\( 2 f-20=360 \),\( 2 f-20=180 \),Believes angles around a point sum to 180,70
3136,1339_C,Use angles around a point to form and solve algebraic equations,"Basic Angle Facts (straight line, opposite, around a point, etc)",Which of the following equations is true based on the diagram? ![Angles around a point made up of two angles labelled: f and f-20](),\( 2 f-20=360 \),\( f^{2}-20=360 \),Thinks index notation represents repeated addition rather than repeated multiplication,18
3137,1339_D,Use angles around a point to form and solve algebraic equations,"Basic Angle Facts (straight line, opposite, around a point, etc)",Which of the following equations is true based on the diagram? ![Angles around a point made up of two angles labelled: f and f-20](),\( 2 f-20=360 \),\( f-20=f \),Confuses vertically opposite angles and angles around a point,7
3138,1340_A,"Given the area of a square, calculate a missing dimension",Area of Simple Shapes,"A square has an area of \( 100 \mathrm{~cm}^{2} \)
What is the length of each side of the square?",\( 10 \mathrm{~cm} \),\( 25 \mathrm{~cm} \),Confuses perimeter and area,108
3139,1340_C,"Given the area of a square, calculate a missing dimension",Area of Simple Shapes,"A square has an area of \( 100 \mathrm{~cm}^{2} \)
What is the length of each side of the square?",\( 10 \mathrm{~cm} \),\( 50 \mathrm{~cm} \),Confuses square rooting and halving the number,47
3140,1341_B,Label angles using correct 3-letter notation (e.g. angle ADB),"Types, Naming and Estimating",Which of the following correctly describes the marked angle? ![An image of square ABCE. D lies 1/3 from C on the line CE and is connected to A by a line. Attached to the square at line CE is a pentagon CEFGH. G is connected to C and E by lines. The angle highlighted is the interior angle at G.](),FGH,\( \mathrm{GFH} \),Gives 3-letter angle notation in the wrong order,110
3141,1342_A,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (4,-4) \)

The point is reflected in the line \( y=-x \)

What are the new coordinates of point Q?","\( (4,-4) \)",\( (4.4) \),Does not understand that a point on the line of reflection will stay the same when reflected ,107
3142,1342_B,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (4,-4) \)

The point is reflected in the line \( y=-x \)

What are the new coordinates of point Q?","\( (4,-4) \)","\( (-4,-4) \)",Does not understand that a point on the line of reflection will stay the same when reflected ,107
3143,1342_C,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (4,-4) \)

The point is reflected in the line \( y=-x \)

What are the new coordinates of point Q?","\( (4,-4) \)","\( (-4,4) \)",Believes reflection in y = -x switches x and y coordinates,88
3144,1343_B,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,\( 12 \div 2+1 \times 2= \),\( 8 \),\( 3 \),"Confuses the order of operations, believes addition comes before division",109
3145,1343_C,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,\( 12 \div 2+1 \times 2= \),\( 8 \),\( 14 \),Carries out operations from left to right regardless of priority order,109
3146,1344_C,Represent positive unit fractions on a number line,Probability of Single Events,"The probability of picking a green ball is \( \frac{1}{5} \)
Where is this value on the probability scale? ![A diagram showing a probability scale with 10 segments. The scale starts at 0.0, has 0.5 marked after 5 segments, and 1.0 marked at the end, after 10 segments. A is marked after 2 segments, B after 4, C after 5 and D after 7.]()",A,C,Converts a fraction to a decimal by using the denominator after the decimal point,19
3147,1345_B,Subtract proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"\(
\frac{3}{4}-\frac{1}{3}=\frac{\bigstar}{12}
\)
What should replace the star?",\( 5 \),\( 2 \),Does not find a common denominator when adding/subtracting fractions,55
3148,1346_B,Identify when rounding a calculation will give an over or under approximation,Estimation,"Tom and Katie are discussing how to estimate the answer to
\[
38.8745 \div 7.9302
\]

Tom says \( 40 \div 7.9302 \) would give an overestimate.

Katie says \( 38.8745 \div 8 \) would give an overestimate.

Who is correct?",Only Tom,Only Katie,"Believes that the larger the divisor, the larger the answer.",59
3149,1346_C,Identify when rounding a calculation will give an over or under approximation,Estimation,"Tom and Katie are discussing how to estimate the answer to
\[
38.8745 \div 7.9302
\]

Tom says \( 40 \div 7.9302 \) would give an overestimate.

Katie says \( 38.8745 \div 8 \) would give an overestimate.

Who is correct?",Only Tom,Both Tom and Katie,"Believes that the larger the divisor, the larger the answer.",59
3150,1346_D,Identify when rounding a calculation will give an over or under approximation,Estimation,"Tom and Katie are discussing how to estimate the answer to
\[
38.8745 \div 7.9302
\]

Tom says \( 40 \div 7.9302 \) would give an overestimate.

Katie says \( 38.8745 \div 8 \) would give an overestimate.

Who is correct?",Only Tom,Neither is correct,"Believes that the larger the dividend, the smaller the answer.",59
3151,1347_A,Calculate the mean from a frequency table,Averages and Range from Frequency Table,"This table shows the ages of people on a university running team.
To calculate the mean age, what is the most sensible heading for the third column? \begin{tabular}{|c|c|l|}
\hline Age & Frequency & \\
\hline \( 18 \) & \( 7 \) & \\
\hline \( 19 \) & \( 3 \) & \\
\hline \( 20 \) & \( 1 \) & \\
\hline \( 21 \) & \( 2 \) & \\
\hline
\end{tabular}","Age \( \times \)
Frequency",Age + Frequency,Adds instead of multiplies,95
