,MisconceptionId,MisconceptionName,Cluster
2052,2052,Believes all numbers written in standard form must be smaller than any numbers written in ordinary form,93
2053,2053,"When reading integers on a number line, assumes each dash is 1",72
2054,2054,Believes the number of jumps between two numbers on a numberline represents the sum of those 2 numbers ,72
2055,2055,"When multiplying a decimal by an integer, ignores decimal point and just multiplies the digits",106
2056,2056,"When calculating surface area, only includes visible faces",10
2057,2057,Thinks that the scale on axes has to match with the number of squares,71
2058,2058,Assumes there are only 2 terms in the nth term formula for a quadratic sequence,104
2059,2059,Ignores unlabelled angles when applying angle sum rules,63
2060,2060,"When solving simultaneous equations graphically, they think the solutions are the x or y intercepts",77
2061,2061,"Believes that when converting ratio to fractions, the denominator is the difference between the parts of the ratio",25
2062,2062,Believes you multiply all of the values given when using the capture-recapture sampling method,60
2063,2063,"When calculating volume expressed in cubes, counts the faces of all the cubes",62
2064,2064,"Finds the range of possible values of the variable, rather than the range of recorded values",67
2065,2065,Believes when calculating a probability the denominator will be the total of one of the criteria rather than the overall total that is required (gives a given that answer),84
2066,2066,Does not know multiplying by a unit fraction is equivalent to: dividing by its denominator value,61
2067,2067,Thinks there are 10000ml in a litre,31
2068,2068,"Does not know that to factorise a quadratic expression, to find two numbers that add to give the coefficient of the x term, and multiply to give the non variable term

",87
2069,2069,"Believes if there are two numbers with the same frequency, there isn't a mode",111
2070,2070,"Believes that when factorising a quadratic equation with a coefficient of x squared, the two constants in the brackets are still the solutions of the equation with opposite signs",22
2071,2071,Shares equally instead of in given ratio,81
2072,2072,Confuses formulae for area of triangle and area of rectangle,30
2073,2073,Converts a fraction to a decimal by placing all values of the fraction after the decimal point,19
2074,2074,"When describing the relationship between the parts in a ratio, replaces the : with a decimal point to say how many times bigger a part is than the other",25
2075,2075,Misunderstands mixed number notation ,23
2076,2076,Believes an algebraic term with the same coefficient as the value of a constant term can be subtracted to give zero,52
2077,2077,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are different, we subtract the equations.",53
2078,2078,Simplifies a fraction by adding or subtracting the same amount from the numerator  and denominator,87
2079,2079,Believes that points on an axis have equal x and y coordinates,71
2080,2080,Confuses the y-intercept with the turning point of a curve,77
2081,2081,Thinks there are 7 hours in 1 day,43
2082,2082,"When multiplying a surd by an integer, multiplies the integer with the number under the surd",50
2083,2083,Thinks y =1 is the y axis,39
2084,2084,"When multiplying numbers with different bases, multiplies the powers and multiplies the base numbers.",18
2085,2085,Adds instead of multiplies when multiplying algebraic terms,79
2086,2086,"When calculating volume expressed in cubes, counts only the squares on one face",62
2087,2087,Multiplies before applying a power ,18
2088,2088,"When multiplying variables, thinks they add coefficients as well as powers",95
2089,2089,"When asked to find a scale factor, assumes direction of enlargement does not matter",34
2090,2090,Finds the area of the whole grid instead of the shaded shape,76
2091,2091,Thinks depth always goes front to back in a diagram of a 3D shape,82
2092,2092,Error finding percentage value after finding 1%,101
2093,2093,Thinks the fraction bar means subtract rather than divide,112
2094,2094,Confuses all possible outcomes with options available,14
2095,2095,"When reading graph, chooses nearest marked value on axis instead of reading accurately",72
2096,2096,When adding negatives believes that they can just add their absolute values and add a negative sign to the answer,78
2097,2097,Confuses prime factors and factors,33
2098,2098,Multiplies all terms together when simplifying an expression,1
2099,2099,Believes negative powers in standard form have the same impact as positive powers ,93
2100,2100,Divides rather than multiplies when answering worded problems,97
2101,2101,Believes we move down a number line when we add,2
2102,2102,Believes adjacent sides of a rhombus are always perpendicular,15
2103,2103,Believes h in the formula for area of a trapezium stands for half the sum of the parallel sides,96
2104,2104,Thinks that only the angles need to be the same for a polygon to be regular,10
2105,2105,Has used slant height and base to find area rather than perpendicular height and base,108
2106,2106,"When asked to find an angle given in three letter convention, thinks the angle you want to find will be located at the vertex labelled with the last letter",110
2107,2107,"Student thinks that negative decimals behave the same as positive decimals when positioning a decimal between two consecutive negative integers, placing the decimal with a greater absolute value to the right. ",12
2108,2108,"Believes if a circle is divided into n equal sectors, the angles at the centre will each be n degrees",58
2109,2109,Counts on in the wrong direction on a number line,0
2110,2110,Identifies a common multiple of two numbers when asked to consider a common multiple of three numbers,56
2111,2111,"Believes you do not include an ""other"" category when finding a total frequency",8
2112,2112,Does not understand how to find percentages of an amount,101
2113,2113,Confuses the equations of vertical and horizontal lines,107
2114,2114,"When completing the square, believes a coefficient of x^2 does not affect the value of the constant inside the bracket",40
2115,2115,Believes any of the angles can be used in the trigonometric formula for area of a triangle,49
2116,2116,Does not round up when an answer is non-sensical in a real-life context,102
2117,2117,Thinks that all angles anywhere along a straight line add to 180,70
2118,2118,Struggles to visualise elevations of 3D shapes,82
2119,2119,Ignores the negative sign,99
2120,2120,Believes they do not have to say the point when reading a decimal aloud,36
2121,2121,Believes angles on a straight line add to 100 degrees,70
2122,2122,Thinks two letters next to each other is a division,112
2123,2123,Divided by 100 rather than 10,90
2124,2124,Cannot identify a fraction on a number line,91
2125,2125,"When multiplying a multiple of 10, just multiplies the non-zero digits",90
2126,2126,Miscounts when subtracting over zero,35
2127,2127,Thinks the gradient of a line includes the variable x,28
2128,2128,Believes a common denominator must always be the two denominators multiplied together,55
2129,2129,Increases by the given percentage rather than finding the percentage of an amount,101
2130,2130,"Does not know the meaning of the word ""sum""",2
2131,2131,"When multiplying out 2 or more brackets, does not multiply all the combinations of terms",79
2132,2132,Thinks there are 100m and a km,54
2133,2133,"When dividing a decimal by a multiple of 10, just divides the fractional place values ",90
2134,2134,when multiplying fractions multiplies by the reciprocal of the 2nd fraction instead,61
2135,2135,Thinks positive or negative sign affects the term before it,99
2136,2136,"When finding the square root of a decimal, ignores place value",36
2137,2137,Does not know what dashes on the sides of shapes mean,48
2138,2138,Does not understand a percentage can be applied to something not out of 100,101
2139,2139,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n is half the second difference",104
2140,2140,Believes division is carried out before a power,109
2141,2141,Believes that 'zero' is read as the letter 'O',39
2142,2142,"Does not know that to factorise a quadratic expression, to find two numbers that add to give the coefficient of the x term, and multiply to give the non variable term
",87
2143,2143,Adds instead of multiplying when expanding bracket,1
2144,2144,Believes a number written in standard form cannot have a lot of decimal places,93
2145,2145,Believes an upward slope on a distance-time graph means travelling back towards the starting point.,16
2146,2146,Believes the line y = mx - c will cross the y axis at c,77
2147,2147,Believes they should multiply each numerator by its original denominator when adding/subtracting fractions,55
2148,2148,"When simplifying, thinks they write 0 in front of a negative number in the final answer, instead of just writing the negative number",78
2149,2149,Converted seconds to minutes instead of seconds to hours,43
2150,2150,Does not know the 6 timestable,5
2151,2151,Thinks you cannot find the range if there are an even number of values,67
2152,2152,Believes every number is the mode when you have data with no mode,111
2153,2153,Thinks the category with the most common bar height is the mode,111
2154,2154,Thinks finding a fraction of an amount means subtracting from that amount,11
2155,2155,"Reflects in an axis, instead of the given mirror line",107
2156,2156,Thinks alternate angles are always equal,66
2157,2157,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we do the operation matching the sign (+ if positive, - if negative)",53
2158,2158,Multiplies rather than divides when answering worded problems,97
2159,2159,Believes the fx column for calculating mean is value/frequency,8
2160,2160,"In repeated percentage change, believes the second change is only a percentage of the first change, without including the original",101
2161,2161,Confuses octagon and hexagon,10
2162,2162,"When rounding to decimal places and the only digits after the decimal point will be zeros, just gives the integer as the answer.",36
2163,2163,Attempts to simplify ratio by subtracting from both sides,81
2164,2164,Believes a number written in standard form is smaller than another number written in standard form if the number between 1 and 10 is smaller,93
2165,2165,Thinks that we cannot calculate the range of negative numbers,67
2166,2166,Adds up the variable column when asked for total frequency,8
2167,2167,"When a subtraction of one positive number from another, results in a negative answer, they believe the answer is the sum of those 2 numbers with a negative sign put in front.",78
2168,2168,Assumes a 1:1 conversion ratio between different currencies,65
2169,2169,Believes that prime numbers can have more than two factors,33
2170,2170,Subtracts numerators when dividing fractions with a common denominator,112
2171,2171,Uses the total as the numerator of the fraction rather than the denominator.,11
2172,2172,Subtracts instead of adding when asked to find a total,2
2173,2173,Does not realise that division can be used to find the missing value in a multiplication problem,27
2174,2174,Believes a parallelogram cannot have right angles,10
2175,2175,"Mixes up squaring and multiplying by 2 or doubling, and not square rooted",113
2176,2176,Confuses objective and subjective,17
2177,2177,Does not know that a reflection would not change the size of the shape,69
2178,2178,Believes mixed numbers cannot be simplified,23
2179,2179,Assumes that an arrow on a number line starts at zero,39
2180,2180,Divides instead of multiplies when calculating total frequency,8
2181,2181,Performs addition ahead of subtraction,109
2182,2182,Believes given two sides and one angle of a triangle there are multiple ways to draw the triangle,49
2183,2183,Confuses consecutive and prime numbers,5
2184,2184,Believes the equation of a straight line is y=-mx+c,16
2185,2185,Believes negative numbers with a larger absolute value are greater,12
2186,2186,Thinks the missing length has to be half the length of the opposite side,48
2187,2187,"When multiplying a decimal less than 1 by an integer, gives an answer 100 times smaller than it should be",106
2188,2188,"Does not understand that enlargements can make shapes make shapes bigger, smaller and the same size",69
2189,2189,Believes isosceles triangles cannot have right angles,4
2190,2190,Denominator used for other parts rather than total parts,92
2191,2191,When writing a number as a percentage of another number gets them the wrong way around,101
2192,2192,Does not know you can find the mean from a pictogram,17
2193,2193,Confuses tangent and circumference,58
2194,2194,Assumes the scale is the same when comparing two similar diagrams,69
2195,2195,Does not know the definition of a prime number,33
2196,2196,Believes the number of bars gives the total on a bar chart,17
2197,2197,Thinks you multiply parallel sides to find the area of a trapezium,96
2198,2198,Finds the mode instead of the median,105
2199,2199,Divides by the numerator and multiplies by the denominator when finding a fraction of an amount,19
2200,2200,Believes that when dividing an integer by a power of 10 you add zeroes after the decimal point,90
2201,2201,Does not know the definition of a composite number,5
2202,2202,Thinks we have to add the base numbers as well as the powers when multiplying indices,18
2203,2203,Lines up the digits incorrectly when doing a subtraction involving two numbers with a different amount of digits,35
2204,2204,Believes the area of a rectangle is calculated by length add width,108
2205,2205,Thinks the largest number in a stem and leaf diagram comes from the first leaf next to the largest stem,17
2206,2206,Added the values together instead of finding the percentage,101
2207,2207,Believes we can categorise data as primary or secondary without knowing the source,17
2208,2208,"When writing ratio, writes total as one side",81
2209,2209,Confuses an expression with a variable,42
2210,2210,Ignores colours or design on shape when looking for symmetry,107
2211,2211,Believes interquartile range is the sum of the lower and upper quartiles,67
2212,2212,Mixes up smallest and largest when ordering fractions,57
2213,2213,Assumes regular shape refers only to a square,10
2214,2214,"Thinks that in the equation y=a, a is the gradient",28
2215,2215,Does not recognise when to find a factor from a worded question,33
2216,2216,Believes the mean from grouped data something divided by the sum of the midpoint values,29
2217,2217,Thinks subtracting a negative makes your answer smaller,78
2218,2218,Assumes that opposite angles are equal in a quadrilateral,66
2219,2219,"Believes any co-interior angles are supplementary, not just those in parallel lines",70
2220,2220,Mixes up term in a sequence and position of a term,103
2221,2221,Has made an order of operations mistake when writing a formula from a given situation,97
2222,2222,Out by 10 when subtracting,35
2223,2223,"When dividing fractions, divides the denominators by each other",61
2224,2224,Does not recall larger square numbers,5
2225,2225,Thinks signs are interchangeable when adding or subtracting positive and negative numbers,99
2226,2226,Incorrect use of scale on a diagram,17
2227,2227,Subtracts rather than adds when using Pythagoras to find the hypotenuse,4
2228,2228,Does not know what a Fibonacci sequence is,80
2229,2229,Believes the mean is something divided by total,29
2230,2230,substitutes incorrectly,6
2231,2231,Thinks cross section of a prism can be any face,10
2232,2232,Thinks that perpendicular lines do not meet at 90 degrees,15
2233,2233,Thinks the reciprocal of a fraction is what number adds to that fraction to make one whole.,112
2234,2234,Forgets to change the numerators when finding equivalent fractions,91
2235,2235,Gives the first significant figure when asked for the second,102
2236,2236,Does not know that co-interior angles sum to 180 degrees,66
2237,2237,"Thinks the more digits a number has the greater it is, regardless of place value",57
2238,2238,Divides rather than multiplies when scaling up in direct proportion problems,65
2239,2239,Thinks there are 50 weeks in a year,43
2240,2240,"When factorising a quadratic with a non-unit coefficient of x squared, believes that coefficient will be in front of both x terms in the factorised form",87
2241,2241,Confuses triangular prism with pyramid,10
2242,2242,Converts a fraction to a decimal by placing the denominator after the decimal point,19
2243,2243,Believes quartiles are at 1/4 and 3/4 through the range of the data,67
2244,2244,"Thinks there are 10,000g in a kilogram",3
2245,2245,"When using the formula to solve a quadratic equation, believes that a, b and c are always taken from the 1st, 2nd and 3rd terms, respectively, of the quadratic. ",104
2246,2246,Answers as if there are 10 seconds in a minute when changing from seconds to minutes,43
2247,2247,Does not understand that a number is divisible by the factors of its factors,33
2248,2248,Halves when asked to find the square root,47
2249,2249,Confuses calculations for cumulative frequency and estimated total from a grouped frequency table,51
2250,2250,Believes the difference between triangle numbers remains the same,49
2251,2251,Chooses the correct scale when measuring angles on a protractor but starts from the wrong number when the angle is in between two labelled dashes,98
2252,2252,Believes you multiply the constant difference by the term number to get the term value,103
2253,2253,Believes the position number in a sequence does not have to be an integer,103
2254,2254,Removes the decimal point when asked to round a decimal to a whole number,36
2255,2255,Believes you subtract the number caught second from the estimated population to find the number marked first when using the capture-recapture method,60
2256,2256,Believes the constant in an expanded quadratic comes from adding the two numbers in the brackets,1
2257,2257,Believes you always reduce the numerator and denominator by 1 when writing the probability for a second pick without replacement on a tree diagram,84
2258,2258,Believes when writing a number in standard form as an ordinary number you write any digits in the base (omitting the decimal point) and do not account for the power of 10,93
2259,2259,Believes the mean is something divided by the sum of the categories given,29
2260,2260,Identifies a multiple of a number but not a common multiple of a group of numbers,56
2261,2261,Believes if shapes have rotational symmetry they must have line symmetry,83
2262,2262,Gets order of ratio wrong,25
2263,2263,Does not understand the root power of 4,47
2264,2264,"When subtracting a power of 10, subtracts from the wrong column",90
2265,2265,Thinks that probabilities of an event occurring or not occurring must be equal,14
2266,2266,Believes angles around a point sum to 180,70
2267,2267,Chooses an incorrect point on the object when describing a 90 or 270 degree rotation,83
2268,2268,Thinks the x coordinate of a point on the y axis is 1,71
2269,2269,"When finding the distance between coordinates, includes the starting number",89
2270,2270,"In a function machine, confuses an operation with the input",64
2271,2271,"When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation",100
2272,2272,"When dividing involving a multiple of 10, gives an answer 10 times bigger than it should be ",90
2273,2273,Subtracts instead of divides,112
2274,2274,"When dividing variables, thinks they subtract coefficients as well as powers",18
2275,2275,Believes midpoint calculation is just half of the difference,89
2276,2276,Has considered the percentage rather than the percentage of the amount,101
2277,2277,"When factorising into double brackets, finds the correct values for the non variable terms but swops the plus and minus sign",1
2278,2278,Subtracts rather than divides when answering worded problems,97
2279,2279,Adds rather than multiplies when using the product rule for counting,2
2280,2280,"Believes change in y for gradient is always calculated from the origin, regardless of the y-intercept of the line",28
2281,2281,Does not understand which months are in the Spring,5
2282,2282,"Believes that in y=mx+c, m is the y-intercept",77
2283,2283,"When finding the missing length on similar shapes, just finds the difference between the given lengths",89
2284,2284,When asked for a specific term in a sequence just gives the next term,103
2285,2285,"In a function machine, confuses the first operation and the input",64
2286,2286,Believes the length of the line in a velocity time graph gives the distance (rather than the area underneath that line).,45
2287,2287,Believes multiplying together all prime factors gives the highest common factor,56
2288,2288,"When multiplying decimals, does not realize that the order and position of the digits (relative to each other) has to remain constant.",106
2289,2289,Confuses the signs for straight lines as being dashes,16
2290,2290,Uses the same value for both coordinates,71
2291,2291,"When solving simultaneous equations, thinks they can't multiply each equation by a different number",53
2292,2292,Does not understand that factors are divisors which split the number into equal groups,33
2293,2293,Thinks the orientation of the side view does not matter when identifying the direction of view,82
2294,2294,Believes that Mid point multiplied by the Frequency in a grouped frequency table gives the frequency for that group.,8
2295,2295,Believes probabilities can be greater than 1,14
2296,2296,Believes Fibonacci numbers are triangle numbers,49
2297,2297,Believes total frequency in a table is found by counting rows,8
2298,2298,Mixes up smallest and greatest when ordering positive integers,57
2299,2299,Believes any sample gives an equal chance of selection,14
2300,2300,Forgets to include a marked right angle when performing angle calculations,63
2301,2301,"Believes the equation of a horizontal line is in the form x = ay, where a is the y intercept",28
2302,2302,Believes lines inside the shape are included when finding perimeter,76
2303,2303,"When asked to find data points below a certain value, gives the number of data points above this value",9
2304,2304,"Believes that Mid-point x Frequency in a grouped frequency table gives an accurate total, rather than an estimate.",8
2305,2305,Ignores place value when adding a whole number and a decimal,36
2306,2306,"Applies BIDMAS in strict order (does not realize addition and subtraction, and multiplication and division, are of equal priority)",109
2307,2307,Thinks you can divide the variables and the numerical values by different numbers when simplifying an algebraic fraction,87
2308,2308,Converts a fraction to a decimal by placing a decimal point between the numerator and denominator,19
2309,2309,Thinks they can just give the probability of the first event for a combined probability,84
2310,2310,Does not know how to find the gradient of a straight line from two points,28
2311,2311,Divides rather than adds when answering worded problems,97
2312,2312,Thinks congruent shapes are the same shape but can be different sizes,69
2313,2313,Mixes up discrete and continuous data types,36
2314,2314,Multiplies instead of divides to find one part given the total,38
2315,2315,Confuses negative and positive correlation,16
2316,2316,Mixes up squaring and multiplying by 2 or doubling,113
2317,2317,"When asked for the next term in the sequence subtracts one from the last term given, despite the sequence not going down in ones.",80
2318,2318,Has used the wrong data point on the graph,72
2319,2319,subtracts the highest from the lowest when calculating the range,67
2320,2320,Subtracts rather than divides when scaling down in direct proportion problems,65
2321,2321,does not know the meaning of the word digit,85
2322,2322,Believes a percentage of a number will be a multiple of the percentage,101
2323,2323,"When ordering decimals, believes the decimal point is not relevant",36
2324,2324,Believes the y-intercept of a line is the root of its equation,77
2325,2325,Believes data implies equal chance of selection,14
2326,2326,Multiplies rather than adds ,2
2327,2327,Does not understand that a space can be used to separate the thousands column from the hundreds column,85
2328,2328,"When using the capture-recapture method, believes the number caught second is the numerator and the number marked second is the denominator",60
2329,2329,Thinks the remainder is the difference between the dividend and the next biggest multiple,36
2330,2330,Rounds incorrectly by changing multiple place values,102
2331,2331,Believes the angle in a pie chart sector is equal to the frequency,74
2332,2332,Uses slant height instead of perpendicular height to find area of a trapezium,96
2333,2333,Thinks there are 10 million mm in 1 km,54
2334,2334,Does not know that angles around a point sum to 360,63
2335,2335,"When multiplying decimals, multiplies rather than divides when reinserting the decimal.",106
2336,2336,Confuses co-interior and corresponding angles,7
2337,2337,"Struggles to visualise how an object will look in 3D when given a plan view, front and side elevation",82
2338,2338,Believes the lower quartile is the lowest value in a list,67
2339,2339,Believes that reciprocals are undefined for negative numbers,59
2340,2340,Does not recognise when to find a multiple from a worded question,97
2341,2341,Does not know how to calculate the sum of interior angles,44
2342,2342,Believes they add the conversion factor when converting between units,2
2343,2343,Believes total frequency in a table is given by the sum of the categories given,8
2344,2344,"When counting partial symbols on pictogram, uses the fraction rather than the amount it represents",17
2345,2345,Counts half-squares as full squares when calculating area on a square grid,76
2346,2346,"When subtracting decimals with a different number of decimal places, lines up the digits incorrectly",85
2347,2347,Believes class width divided by frequency density gives frequency in a histogram,75
2348,2348,Believes the number of edges on a 3D shape match those of the 2D cross section,10
2349,2349,Forgets that a number divided by itself is 1,27
2350,2350,"When multiplying a decimal less than 1 by an integer, gives an answer 10 times bigger than it should be",106
2351,2351,Believes to find the angle for a pie chart sector you calculate 360 divided by the frequency of that sector,74
2352,2352,Writes the index as a digit on the end of a number,18
2353,2353,Does not divide by 2 when calculating the area of a trapezium,96
2354,2354,"When describing a translation, identifies the correct number of jumps but mixes up the directions .",0
2355,2355,Does not know how to find order of rotational symmetry,83
2356,2356,Thinks a difference of one part in a ratio means the quantities will differ by one unit,81
2357,2357,Thinks sign for parallel lines just means opposite,7
2358,2358,Believes even numbers can have odd multiples,5
2359,2359,Believes division is commutative ,27
2360,2360,Thinks the scale factor is found by adding the lengths of two corresponding sides together,34
2361,2361,Believes a fraction out of a number other than 100 represents a percentage,101
2362,2362,Believes angles on a straight line add to 360 degrees,70
2363,2363,Assumes fractions with prime numerators cannot be simplified,91
2364,2364,Believes all possible outcomes must have equal probability,14
2365,2365,Confuses vertically opposite angles with angles on a straight line,7
2366,2366,Mixes up the words “to” and “past” when telling the time,43
2367,2367,Confuses dependent and mutually exclusive events,84
2368,2368,Converts a fraction to a percentage by placing a decimal point between the numerator and denominator,19
2369,2369,Does not know protractor should be positioned with one side of the angle at 0,98
2370,2370,Uses angles on a straight line in the wrong context ,98
2371,2371,Believes a direct proportion graph is a horizontal line,65
2372,2372,"Believes that when factorising a quadratic with a coefficient of x squared, the two constants in the brackets still add to give the coefficient of x",87
2373,2373,Does not understand parts must be equal in a fraction diagram,17
2374,2374,Believes a quarter of 2 is 0.25,72
2375,2375,Does not equate the value of a number with the place value column it is in,85
2376,2376,"When finding the nth term of a linear sequence, thinks the the first term is the coefficient in front of n.",41
2377,2377,Does not know the definition of term or term-to-term rule,80
2378,2378,Divides total amount by each side of the ratio instead of dividing by the sum of the parts,81
2379,2379,Unable to equate two divisions with a single division,27
2380,2380,Believes f(x) - a translates the function up a units,88
2381,2381,"Confuses the lower bound and upper bound, and writes the lower bound as a value that would end in recurring 9's, for example",36
2382,2382,Believes that y = m +cx is the equation of a straight line,28
2383,2383,When multiplying by 1 gives an answer of 1 (for a number other than 1),6
2384,2384,"When simplifying surds, does not square root the largest square number that goes into the number under the surd before putting it in front of the surd",50
2385,2385,Thinks that the lower and upper bound for a truncated number can be found in the same was as when it has been rounded,102
2386,2386,Believes there is a multiplicative relationship between values of terms in a linear sequence e.g. 10th term is double 5th term,41
2387,2387,"When finding a fraction of a fraction, divided by the whole fraction instead of the denominator",19
2388,2388,Uses formula for area of a parallelogram when finding the area of a trapezium,96
2389,2389,"When using a function machine, confuses the input and the output.",64
2390,2390,"Believes rounding to 1 significant figure means rounding to the nearest integer, regardless of the value of the number",102
2391,2391,"Believes the median is the middle category in a table, ignoring the frequencies",105
2392,2392,Rounds to the wrong degree of accuracy (rounds too much),102
2393,2393,Believes the midpoint of grouped data is equivalent to the group width,8
2394,2394,Does not know the properties of an equilateral triangle,49
2395,2395,"When asked for the value of a digit, just gives the digit",9
2396,2396,Adds a zero onto the end of units multiplied by units when solving multiplication problems using the grid method,2
2397,2397,Does not realise we can find a missing length if we know the base of a parallelogram and its area. ,48
2398,2398,Thinks you can divide terms by different factors when simplifying an algebraic fraction,87
2399,2399,"when dividing a fraction by an integer, both multiplies the denominator and divides the denominator",61
2400,2400,"Believes that if the numerators of 2 fractions are equal then the fractions are equal, regardless of the denominator",91
2401,2401,Answers as if there are 60 hours in a day,43
2402,2402,"When asked for the value of a digit, gives an answer 10 times too small",9
2403,2403,Believes the columns in a base are multiples not powers of the base,18
2404,2404,"When using the capture-recapture method of sampling, believes you multiply the number marked first by the number marked second to get the best estimate of population size",60
2405,2405,Arithmetic error when dividing by 8,27
2406,2406,"When multiplying a fraction by an integer, believes the integer will become the denominator of the fraction",61
2407,2407,Believes an arithmetic sequence can have a common second difference rather than first difference,41
2408,2408,Does not realise that subtracting a larger number will give a smaller answer,35
2409,2409,Believes you place the digits next to each other for a multiplication sample space diagram,17
2410,2410,Believes an outlier has to be a whole number,36
2411,2411,"When multiplying large numbers, splits numbers into addends rather than factors",95
2412,2412,Does not understand which place value is the one that determines if a number rounds up or down,102
2413,2413,"When finding the value of a number given in roman numerals, adds the value of all letters together without considering the position of the letter.",73
2414,2414,Believes a variable must remain unknown and cannot be substituted with a value,42
2415,2415,Thinks that square root is found by dividing by 4,47
2416,2416,Finds the difference in a coordinate pair rather than the midpoint,89
2417,2417,Does not use the associative property of multiplication to find other factors of a number,33
2418,2418,Believes the universal set symbol means any elements not within a circle. ,86
2419,2419,Combines digits instead of applying the mathematical function,32
2420,2420,Thinks direct proportion rules apply to inverse proportion problems,65
2421,2421,Believes a rectangle has one pair of equal sides,66
2422,2422,Tries to add or subtract unlike terms,79
2423,2423,Confuses isosceles and scalene triangles,4
2424,2424,Believes a line segment can be opposite an axis,7
2425,2425,"Believes both solutions of a quadratic will have the same absolute value, even when the graph is not symmetrical about the y axis",22
2426,2426,When finding the median from a even dataset does not understand we must find the midpoint of the two values in the middle,105
2427,2427,Does not divide by 2 when finding midpoint,89
2428,2428,"When drawing bar diagram for ratio, shows the total amount as the total of one side",81
2429,2429,Believes finding a fraction of an amount means multiplying by the denominator,61
2430,2430,Does not consider fractional parts when solving proportion problems,11
2431,2431,"When two digits multiply to 10 or more during a multiplication problem, does not add one to the preceding digit",106
2432,2432,Does not know the properties of a parallelogram,63
2433,2433,Does not know how to calculate with exchange rates,65
2434,2434,Ignores position/value of midpoint when trying to label a point on scale,72
2435,2435,Reads one point on a time series graph instead of all the values from a given time period,9
2436,2436,Believes the solutions of a quadratic equation are the constants in the factorised form,22
2437,2437,Believes a downward slope on a distance-time graph means travelling away,16
2438,2438,Does not copy a given method accurately,2
2439,2439,Does not understand that removing an outlier will impact the range,67
2440,2440,Finds the circumference instead of the area,58
2441,2441,Thinks multiplying by a number is the same as raising to the power of that number,68
2442,2442,"When calculating a scale factor, multiplies instead of dividing.",34
2443,2443,Thinks y = ? is the x axis,39
2444,2444,"When converting compound measures into different units, thinks you multiply when the unit of the divisor has become smaller",54
2445,2445,Mixes up squaring and addition,113
2446,2446,Believes the difference between triangle numbers decreases by 1 each time,49
2447,2447,Believes the reciprocal button writes a fraction,19
2448,2448,Cannot evaluate if an estimate is an underestimate or overestimate,26
2449,2449,Done a different calculation to the one given,52
2450,2450,Does not half sum of parallel sides when finding area of a trapezium,96
2451,2451,When multiplying a vector by an integer does not multiply all parts of the vector,24
2452,2452,Believes a parallelogram has one pair of equal sides,66
2453,2453,Believes particular is the term used to describe two lines at right angles,15
2454,2454,Confuses corresponding and alternate angles,7
2455,2455,Tries to apply sohcahtoa to a non right angled triangle,46
2456,2456,Finds the mode rather than the range,111
2457,2457,"When asked for the mean of a list of data, gives the median",105
2458,2458,Multiplies by the denominator instead of dividing when finding a fraction of an amount,61
2459,2459,Believes alternate angles sum to 180 degrees,70
2460,2460,Does not recognise an example of the angles in same segment theorem,63
2461,2461,"Believes that the larger the dividend, the smaller the answer.",59
2462,2462,Confuses the position of the median with its value,105
2463,2463,"When multiplying an integer by a fraction, believes the numerator of the fraction will become the denominator",61
2464,2464,"Believes the sides of a rectangle must be horizontal and vertical, not diagonal",107
2465,2465,Believes reflection in y = -x changes sign of x coordinate only,88
2466,2466,Uses tan when sin is required,46
2467,2467,Does not know the meaning of the word equidistant ,63
2468,2468,Does not know that three quarters of a turn is 270 degrees,83
2469,2469,Believes a negative number can be replaced with its positive equivalent when answering an addition problem from a numberline,99
2470,2470,Believes the mode is the most common frequency rather than the highest frequency,111
2471,2471,Believes the range is largest add smallest,67
2472,2472,Does not know how to find the next term in a sequence,80
2473,2473,Has cubed the base number and the power,18
2474,2474,Confuses the square root of the radius with the radius squared in the equation of a circle,47
2475,2475,"When finding the nth term rule for a quadratic sequence, believes they only need to use the first term to calculate the coefficient of n ",104
2476,2476,Does not write the place holder zero when doing column multiplication,85
2477,2477,Thinks there are 30 seconds in a minute,43
2478,2478,Thinks the plan view is from the side of the shape,82
2479,2479,"When factorising into double brackets, believes the product of the constants in the brackets is of the opposite sign to the constant in the expanded equation.",22
2480,2480,Thinks powers with different bases cannot be equal,18
2481,2481,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal",106
2482,2482,Has written something to the power of 1 as 0.1,18
2483,2483,Believes that a negative sign in the base of a power means you need to find the reciprocal ,18
2484,2484,"When converting from an improper fraction to a mixed number, just writes the tens digit as the number of wholes",23
2485,2485,"Thinks that times just before midnight are ""am"" times",43
2486,2486,Identifies the wrong two angles as base angles of an isosceles,66
2487,2487,Changes the given operation when substituting,6
2488,2488,Answers order of operations questions with brackets as if the brackets are not there,64
2489,2489,Thinks cube numbers are triangular numbers,68
2490,2490,Assumes Pythagoras' theorem doesn't work if they can spot a pattern between the side lengths,4
2491,2491,"Thinks that in the equation x=a, a is the gradient",28
2492,2492,Confuses rest and movement on a distance time graph,16
2493,2493,Does not know the properties of a rhombus,63
2494,2494,Does not know the meaning of consecutive,5
2495,2495,Compares sizes of angles on a grid by estimating rather than using the gradient of the lines,28
